2024-08-08 11:20:39,822 - takeoff,none,[ 0.1688572  -3.45993495  1.46612608]
2024-08-08 11:20:40,031 - takeoff,none,[ 0.16873537 -3.45987964  1.46613193]
2024-08-08 11:20:40,266 - takeoff,none,[ 0.16870804 -3.45985317  1.46613216]
2024-08-08 11:20:40,488 - takeoff,none,[ 0.16873528 -3.45986176  1.46614635]
2024-08-08 11:20:40,702 - takeoff,none,[ 0.16872667 -3.45986795  1.46614742]
2024-08-08 11:20:40,941 - takeoff,none,[ 0.16873565 -3.45983219  1.46614563]
2024-08-08 11:20:41,148 - takeoff,none,[ 0.16875474 -3.45989132  1.46613801]
2024-08-08 11:20:41,353 - takeoff,none,[ 0.16876924 -3.45988703  1.46616411]
2024-08-08 11:20:41,553 - takeoff,none,[ 0.16874389 -3.45989513  1.4661541 ]
2024-08-08 11:20:41,768 - takeoff,none,[ 0.16871831 -3.45983338  1.46615136]
2024-08-08 11:20:41,977 - takeoff,none,[ 0.16874839 -3.45986915  1.46614575]
2024-08-08 11:20:42,180 - takeoff,none,[ 0.16928795 -3.46037197  1.46703184]
2024-08-08 11:20:42,380 - takeoff,none,[ 0.16876078 -3.45987582  1.46619189]
2024-08-08 11:20:42,592 - takeoff,none,[ 0.16875762 -3.45990229  1.46609139]
2024-08-08 11:20:42,827 - takeoff,none,[ 0.16873488 -3.45986509  1.4661442 ]
2024-08-08 11:20:43,028 - takeoff,none,[ 0.16873211 -3.4598701   1.46608245]
2024-08-08 11:20:43,241 - takeoff,none,[ 0.16877469 -3.45990205  1.46615255]
2024-08-08 11:20:43,445 - takeoff,none,[ 0.16881962 -3.45989347  1.4661237 ]
2024-08-08 11:20:43,653 - takeoff,none,[ 0.16873747 -3.45987463  1.4661305 ]
2024-08-08 11:20:43,885 - takeoff,none,[ 0.16883434 -3.45991492  1.46612501]
2024-08-08 11:20:44,117 - takeoff,none,[ 0.16874807 -3.45989442  1.46613014]
2024-08-08 11:20:44,317 - takeoff,none,[ 0.16870464 -3.45983362  1.46615469]
2024-08-08 11:20:44,518 - takeoff,none,[ 0.1687797  -3.45985365  1.4660753 ]
2024-08-08 11:20:44,720 - takeoff,none,[ 0.16874437 -3.4598949   1.46612227]
2024-08-08 11:20:44,923 - takeoff,none,[ 0.1687257  -3.45985699  1.46615279]
2024-08-08 11:20:45,128 - takeoff,none,[ 0.16871586 -3.45986891  1.46613884]
2024-08-08 11:20:45,328 - takeoff,none,[ 0.16872442 -3.4598794   1.46613669]
2024-08-08 11:20:45,529 - takeoff,none,[ 0.16876362 -3.45989132  1.46613872]
2024-08-08 11:20:45,729 - takeoff,none,[ 0.16874179 -3.45985889  1.4661572 ]
2024-08-08 11:20:45,934 - takeoff,none,[ 0.16875929 -3.45989561  1.4661305 ]
2024-08-08 11:20:46,178 - takeoff,none,[ 0.16872311 -3.45986414  1.46614063]
2024-08-08 11:20:46,388 - takeoff,none,[ 0.16869721 -3.45978689  1.46609151]
2024-08-08 11:20:46,593 - takeoff,none,[ 0.16870855 -3.45984364  1.46614778]
2024-08-08 11:20:46,801 - takeoff,none,[ 0.1687884  -3.45987415  1.46619761]
2024-08-08 11:20:47,094 - takeoff,none,[ 0.16872565 -3.4598155   1.46608531]
2024-08-08 11:20:47,306 - takeoff,none,[ 0.16874103 -3.45987654  1.46612382]
2024-08-08 11:20:47,509 - takeoff,none,[ 0.16874832 -3.45984006  1.46613753]
2024-08-08 11:20:47,734 - takeoff,none,[ 0.16872908 -3.45985937  1.46614182]
2024-08-08 11:20:47,970 - takeoff,none,[ 0.16870755 -3.45985055  1.46611917]
2024-08-08 11:20:48,198 - takeoff,none,[ 0.16875657 -3.45989156  1.46613717]
2024-08-08 11:20:48,409 - takeoff,none,[ 0.16927543 -3.46029043  1.4670217 ]
2024-08-08 11:20:48,655 - takeoff,none,[ 0.16879684 -3.45990229  1.46611762]
2024-08-08 11:20:48,875 - takeoff,none,[ 0.16870719 -3.45984006  1.4661324 ]
2024-08-08 11:20:49,092 - takeoff,none,[ 0.16883105 -3.45999479  1.46610808]
2024-08-08 11:20:49,292 - takeoff,none,[ 0.16869444 -3.4598186   1.46617174]
2024-08-08 11:20:49,492 - takeoff,none,[ 0.16891348 -3.46014619  1.46618104]
2024-08-08 11:20:49,693 - takeoff,none,[ 0.16870438 -3.45983505  1.46617365]
2024-08-08 11:20:49,902 - takeoff,none,[ 0.1687499  -3.45983529  1.46607721]
2024-08-08 11:20:50,107 - takeoff,none,[ 0.16873296 -3.4598608   1.46613097]
2024-08-08 11:20:50,325 - takeoff,none,[ 0.16933617 -3.46034646  1.46711254]
2024-08-08 11:20:50,532 - takeoff,none,[ 0.16874646 -3.45985126  1.46611845]
2024-08-08 11:20:50,732 - takeoff,none,[ 0.1687697  -3.45990181  1.46614063]
2024-08-08 11:20:50,957 - takeoff,none,[ 0.16875607 -3.45987153  1.46612823]
2024-08-08 11:20:51,182 - takeoff,none,[ 0.16873503 -3.45985985  1.46614134]
2024-08-08 11:20:51,387 - takeoff,none,[ 0.1687316  -3.45982909  1.46607494]
2024-08-08 11:20:51,593 - takeoff,none,[ 0.16893966 -3.46022058  1.46616232]
2024-08-08 11:20:51,813 - takeoff,none,[ 0.16873345 -3.45986605  1.46612656]
2024-08-08 11:20:52,014 - takeoff,none,[ 0.16878544 -3.45990849  1.46614993]
2024-08-08 11:20:52,214 - takeoff,none,[ 0.16873816 -3.45988226  1.46615911]
2024-08-08 11:20:52,418 - takeoff,none,[ 0.1687874  -3.45986748  1.46611094]
2024-08-08 11:20:52,618 - takeoff,none,[ 0.16876492 -3.45987058  1.46613181]
2024-08-08 11:20:52,828 - takeoff,none,[ 0.16877133 -3.45985556  1.46608365]
2024-08-08 11:20:53,034 - takeoff,none,[ 0.16875362 -3.45991039  1.46611607]
2024-08-08 11:20:53,239 - takeoff,none,[ 0.16874096 -3.45986509  1.46613801]
2024-08-08 11:20:53,444 - takeoff,none,[ 0.16872013 -3.45984077  1.46613824]
2024-08-08 11:20:53,645 - takeoff,none,[ 0.16873303 -3.45985365  1.46614766]
2024-08-08 11:20:53,862 - takeoff,none,[ 0.16877511 -3.45990586  1.46607518]
2024-08-08 11:20:54,063 - takeoff,none,[ 0.16876674 -3.45989084  1.46614969]
2024-08-08 11:20:54,285 - takeoff,none,[ 0.16878773 -3.45990729  1.46611607]
2024-08-08 11:20:54,486 - takeoff,none,[ 0.16888754 -3.46013045  1.46618223]
2024-08-08 11:20:54,739 - takeoff,none,[ 0.16870522 -3.45985675  1.46614289]
2024-08-08 11:20:54,945 - takeoff,none,[ 0.16876753 -3.45990419  1.46615517]
2024-08-08 11:20:55,183 - takeoff,none,[ 0.16874377 -3.45987773  1.46613717]
2024-08-08 11:20:55,389 - takeoff,none,[ 0.16874993 -3.45988297  1.46613872]
2024-08-08 11:20:55,618 - takeoff,none,[ 0.16877189 -3.45987582  1.46612549]
2024-08-08 11:20:55,818 - takeoff,none,[ 0.16929901 -3.46041179  1.46708238]
2024-08-08 11:20:56,018 - takeoff,none,[ 0.16877413 -3.45989299  1.46615911]
2024-08-08 11:20:56,227 - takeoff,none,[ 0.16876706 -3.45989251  1.46613622]
2024-08-08 11:20:56,435 - takeoff,none,[ 0.16872095 -3.45984316  1.46613562]
2024-08-08 11:20:56,643 - takeoff,none,[ 0.16875891 -3.45988679  1.46613669]
2024-08-08 11:20:56,843 - takeoff,none,[ 0.16874103 -3.45986462  1.46612978]
2024-08-08 11:20:57,049 - takeoff,none,[ 0.16874991 -3.45989347  1.46606636]
2024-08-08 11:20:57,265 - takeoff,none,[ 0.16874351 -3.45986366  1.46614885]
2024-08-08 11:20:57,535 - takeoff,none,[ 0.16870907 -3.45984483  1.46613467]
2024-08-08 11:20:57,759 - takeoff,none,[ 0.16936612 -3.46042061  1.46708298]
2024-08-08 11:20:57,967 - takeoff,none,[ 0.16872521 -3.45983863  1.46607769]
2024-08-08 11:20:58,167 - takeoff,none,[ 0.16875029 -3.45988083  1.46613789]
2024-08-08 11:20:58,391 - takeoff,none,[ 0.16872834 -3.45986199  1.46614671]
2024-08-08 11:20:58,596 - takeoff,none,[ 0.16874744 -3.45985985  1.46605432]
2024-08-08 11:20:58,801 - takeoff,none,[ 0.16853388 -3.45974851  1.46597707]
2024-08-08 11:20:59,007 - takeoff,none,[ 0.16879322 -3.45990825  1.46608233]
2024-08-08 11:20:59,207 - takeoff,none,[ 0.16871557 -3.45983934  1.46613801]
2024-08-08 11:20:59,415 - takeoff,none,[ 0.16885729 -3.46004224  1.46607518]
2024-08-08 11:20:59,618 - takeoff,none,[ 0.16875148 -3.45984578  1.46619189]
2024-08-08 11:20:59,820 - takeoff,none,[ 0.16872057 -3.45986605  1.46612275]
2024-08-08 11:21:00,033 - takeoff,none,[ 0.16877805 -3.45990467  1.46613693]
2024-08-08 11:21:00,235 - takeoff,none,[ 0.16869782 -3.45979023  1.46607208]
2024-08-08 11:21:00,435 - takeoff,none,[ 0.16870606 -3.45983148  1.46614516]
2024-08-08 11:21:00,638 - takeoff,none,[ 0.168779   -3.45991635  1.46614003]
2024-08-08 11:21:00,838 - takeoff,none,[ 0.16870262 -3.45983887  1.46614075]
2024-08-08 11:21:01,040 - takeoff,none,[ 0.16868734 -3.45984387  1.46615064]
2024-08-08 11:21:01,242 - takeoff,none,[ 0.16875841 -3.45991993  1.46614063]
2024-08-08 11:21:01,475 - find hazardous material WP1,none,[ 0.16874555 -3.45984459  1.46613348]
2024-08-08 11:21:01,682 - find hazardous material WP1,none,[ 0.1687094  -3.45986295  1.46613693]
2024-08-08 11:21:01,886 - find hazardous material WP1,none,[ 0.16876066 -3.45990491  1.46613526]
2024-08-08 11:21:02,092 - find hazardous material WP1,none,[ 0.16877089 -3.45989203  1.46615422]
2024-08-08 11:21:02,322 - find hazardous material WP1,none,[ 0.16873002 -3.45983076  1.46608412]
2024-08-08 11:21:02,544 - find hazardous material WP1,none,[ 0.16869804 -3.45985889  1.46612096]
2024-08-08 11:21:02,754 - find hazardous material WP1,none,[ 0.16875745 -3.45988202  1.46612179]
2024-08-08 11:21:02,971 - find hazardous material WP1,none,[ 0.16873553 -3.45986772  1.46614623]
2024-08-08 11:21:03,173 - find hazardous material WP1,none,[ 0.16876087 -3.45987058  1.46615446]
2024-08-08 11:21:03,373 - find hazardous material WP1,none,[ 0.16874228 -3.4598515   1.46616578]
2024-08-08 11:21:03,600 - find hazardous material WP1,none,[ 0.16874774 -3.4598875   1.46613741]
2024-08-08 11:21:03,826 - find hazardous material WP1,none,[ 0.16876008 -3.45987248  1.46615148]
2024-08-08 11:21:04,101 - find hazardous material WP1,none,[ 0.16866985 -3.45979929  1.46616125]
2024-08-08 11:21:04,312 - find hazardous material WP1,none,[ 0.16874531 -3.45989227  1.46617019]
2024-08-08 11:21:04,521 - find hazardous material WP1,none,[ 0.16873328 -3.45989203  1.46613789]
2024-08-08 11:21:04,727 - find hazardous material WP1,none,[ 0.16895589 -3.46023512  1.46615994]
2024-08-08 11:21:04,932 - find hazardous material WP1,none,[ 0.16877624 -3.45989108  1.46612835]
2024-08-08 11:21:05,132 - find hazardous material WP1,none,[ 0.16923448 -3.46028519  1.46702695]
2024-08-08 11:21:05,343 - find hazardous material WP1,none,[ 0.16880433 -3.46000576  1.466061  ]
2024-08-08 11:21:05,551 - find hazardous material WP1,none,[ 0.16875967 -3.45987964  1.46614969]
2024-08-08 11:21:05,793 - find hazardous material WP1,none,[ 0.16875115 -3.45986986  1.4661448 ]
2024-08-08 11:21:05,993 - find hazardous material WP1,none,[ 0.16879584 -3.4598999   1.46613657]
2024-08-08 11:21:06,224 - find hazardous material WP1,none,[ 0.16870011 -3.45978999  1.46605062]
2024-08-08 11:21:06,434 - find hazardous material WP1,none,[ 0.16890092 -3.46014118  1.46618068]
2024-08-08 11:21:06,640 - find hazardous material WP1,none,[ 0.16876313 -3.45989776  1.46613801]
2024-08-08 11:21:06,852 - find hazardous material WP1,none,[ 0.16876873 -3.45989323  1.46612751]
2024-08-08 11:21:07,053 - find hazardous material WP1,none,[ 0.16877399 -3.45985603  1.46611047]
2024-08-08 11:21:07,294 - find hazardous material WP1,none,[ 0.16876253 -3.4598608   1.46611762]
2024-08-08 11:21:07,494 - find hazardous material WP1,none,[ 0.16872206 -3.45988226  1.46611905]
2024-08-08 11:21:07,711 - find hazardous material WP1,none,[ 0.16870268 -3.45985246  1.46614969]
2024-08-08 11:21:07,911 - find hazardous material WP1,none,[ 0.16875522 -3.4598465   1.46613395]
2024-08-08 11:21:08,125 - find hazardous material WP1,none,[ 0.16892403 -3.46017361  1.46618569]
2024-08-08 11:21:08,325 - find hazardous material WP1,none,[ 0.16869976 -3.45983577  1.46614373]
2024-08-08 11:21:08,525 - find hazardous material WP1,none,[ 0.16871567 -3.45985293  1.46613395]
2024-08-08 11:21:08,782 - find hazardous material WP1,none,[ 0.16873965 -3.45984221  1.4660846 ]
2024-08-08 11:21:09,004 - find hazardous material WP1,none,[ 0.16869372 -3.45984459  1.46610379]
2024-08-08 11:21:09,235 - find hazardous material WP1,none,[ 0.16875693 -3.45988417  1.46613896]
2024-08-08 11:21:09,445 - find hazardous material WP1,none,[ 0.16877349 -3.4601028   1.46596909]
2024-08-08 11:21:09,652 - find hazardous material WP1,none,[ 0.16881217 -3.46001577  1.46605337]
2024-08-08 11:21:09,892 - find hazardous material WP1,none,[ 0.16875406 -3.45988011  1.46615934]
2024-08-08 11:21:10,125 - find hazardous material WP1,none,[ 0.16875403 -3.45991659  1.46606469]
2024-08-08 11:21:10,327 - find hazardous material WP1,none,[ 0.16879709 -3.45998883  1.46606255]
